db traj id : 4080
frame,reward,score,terminal, action
5440,0, 1045, False, 11
5441,0, 1045, False, 11
5442,0, 1045, False, 11
5443,0, 1045, False, 11
5444,0, 1045, False, 11
5445,0, 1045, False, 11
5446,0, 1045, False, 3
5447,0, 1045, False, 3
5448,0, 1045, False, 3
5449,0, 1045, False, 3
5450,0, 1045, False, 3
5451,0, 1045, False, 11
5452,0, 1045, False, 11
5453,0, 1045, False, 11
5454,0, 1045, False, 11
5455,0, 1045, False, 11
5456,0, 1045, False, 11
5457,0, 1045, False, 11
5458,0, 1045, False, 11
5459,0, 1045, False, 11
5460,0, 1045, False, 0
5461,0, 1045, False, 0
5462,0, 1045, False, 0
5463,0, 1045, False, 0
5464,0, 1045, False, 1
5465,30, 1075, False, 1
5466,0, 1075, False, 1
5467,0, 1075, False, 1
5468,0, 1075, False, 1
5469,0, 1075, False, 1
5470,0, 1075, False, 1
5471,0, 1075, False, 1
5472,0, 1075, False, 1
5473,0, 1075, False, 0
5474,0, 1075, False, 0
5475,0, 1075, False, 0
5476,0, 1075, False, 0
5477,0, 1075, False, 0
5478,0, 1075, False, 0
5479,0, 1075, False, 1
5480,0, 1075, False, 1
5481,0, 1075, False, 1
5482,0, 1075, False, 1
5483,0, 1075, False, 1
5484,0, 1075, False, 1
5485,0, 1075, False, 1
5486,0, 1075, False, 1
5487,0, 1075, False, 1
5488,0, 1075, False, 1
5489,0, 1075, False, 1
5490,0, 1075, False, 0
5491,0, 1075, False, 0
5492,0, 1075, False, 0
5493,0, 1075, False, 0
5494,0, 1075, False, 1
5495,0, 1075, False, 1
5496,0, 1075, False, 1
5497,0, 1075, False, 1
5498,0, 1075, False, 1
5499,0, 1075, False, 1
5500,0, 1075, False, 1
5501,0, 1075, False, 1
5502,0, 1075, False, 1
5503,0, 1075, False, 1
5504,0, 1075, False, 0
5505,0, 1075, False, 0
5506,0, 1075, False, 0
5507,20, 1095, False, 1
5508,0, 1095, False, 1
5509,0, 1095, False, 1
5510,0, 1095, False, 1
5511,0, 1095, False, 1
5512,0, 1095, False, 1
5513,0, 1095, False, 1
5514,0, 1095, False, 1
5515,0, 1095, False, 1
5516,0, 1095, False, 0
5517,0, 1095, False, 0
5518,0, 1095, False, 0
5519,5, 1100, False, 1
5520,0, 1100, False, 1
5521,0, 1100, False, 1
5522,0, 1100, False, 1
5523,0, 1100, False, 1
5524,0, 1100, False, 1
5525,0, 1100, False, 1
5526,0, 1100, False, 1
5527,0, 1100, False, 0
5528,0, 1100, False, 0
5529,0, 1100, False, 0
5530,0, 1100, False, 1
5531,0, 1100, False, 1
5532,0, 1100, False, 1
5533,0, 1100, False, 1
5534,0, 1100, False, 1
5535,0, 1100, False, 1
5536,0, 1100, False, 1
5537,0, 1100, False, 1
5538,0, 1100, False, 0
5539,0, 1100, False, 0
5540,0, 1100, False, 0
5541,10, 1110, False, 0
5542,0, 1110, False, 1
5543,0, 1110, False, 1
5544,0, 1110, False, 1
5545,0, 1110, False, 1
5546,0, 1110, False, 1
5547,0, 1110, False, 1
5548,0, 1110, False, 1
5549,0, 1110, False, 1
5550,0, 1110, False, 0
5551,0, 1110, False, 0
5552,0, 1110, False, 0
5553,0, 1110, False, 0
5554,0, 1110, False, 1
5555,0, 1110, False, 1
5556,0, 1110, False, 1
5557,0, 1110, False, 1
5558,0, 1110, False, 1
5559,0, 1110, False, 1
5560,0, 1110, False, 1
5561,0, 1110, False, 1
5562,0, 1110, False, 0
5563,0, 1110, False, 0
5564,0, 1110, False, 0
5565,0, 1110, False, 0
5566,0, 1110, False, 1
5567,0, 1110, False, 1
5568,0, 1110, False, 1
5569,15, 1125, False, 1
5570,0, 1125, False, 1
5571,0, 1125, False, 1
5572,0, 1125, False, 1
5573,0, 1125, False, 0
5574,0, 1125, False, 0
5575,0, 1125, False, 0
5576,0, 1125, False, 0
5577,0, 1125, False, 1
5578,0, 1125, False, 1
5579,0, 1125, False, 1
5580,0, 1125, False, 1
5581,0, 1125, False, 1
5582,0, 1125, False, 1
5583,0, 1125, False, 1
5584,0, 1125, False, 0
5585,0, 1125, False, 0
5586,0, 1125, False, 0
5587,0, 1125, False, 0
5588,0, 1125, False, 0
5589,0, 1125, False, 1
5590,0, 1125, False, 1
5591,0, 1125, False, 1
5592,0, 1125, False, 1
5593,0, 1125, False, 1
5594,0, 1125, False, 1
5595,0, 1125, False, 1
5596,0, 1125, False, 1
5597,0, 1125, False, 1
5598,0, 1125, False, 1
5599,0, 1125, False, 0
5600,0, 1125, False, 0
5601,0, 1125, False, 0
5602,0, 1125, False, 1
5603,0, 1125, False, 1
5604,0, 1125, False, 1
5605,0, 1125, False, 1
5606,0, 1125, False, 1
5607,0, 1125, False, 1
5608,0, 1125, False, 1
5609,0, 1125, False, 1
5610,0, 1125, False, 1
5611,0, 1125, False, 1
5612,0, 1125, False, 0
5613,0, 1125, False, 0
5614,0, 1125, False, 0
5615,0, 1125, False, 0
5616,0, 1125, False, 0
5617,0, 1125, False, 0
5618,0, 1125, False, 0
5619,0, 1125, False, 1
5620,0, 1125, False, 1
5621,0, 1125, False, 1
5622,0, 1125, False, 1
5623,0, 1125, False, 1
5624,0, 1125, False, 1
5625,0, 1125, False, 1
5626,0, 1125, False, 0
5627,0, 1125, False, 0
5628,0, 1125, False, 0
5629,0, 1125, False, 0
5630,0, 1125, False, 0
5631,0, 1125, False, 0
5632,0, 1125, False, 0
5633,0, 1125, False, 0
5634,0, 1125, False, 0
5635,0, 1125, False, 0
5636,0, 1125, False, 0
5637,0, 1125, False, 0
5638,0, 1125, False, 0
5639,0, 1125, False, 0
5640,0, 1125, False, 0
5641,0, 1125, False, 0
5642,0, 1125, False, 0
5643,0, 1125, False, 0
5644,0, 1125, False, 0
5645,0, 1125, False, 0
5646,0, 1125, False, 0
5647,0, 1125, False, 4
5648,0, 1125, False, 4
5649,0, 1125, False, 4
5650,0, 1125, False, 4
5651,0, 1125, False, 4
5652,0, 1125, False, 4
5653,0, 1125, False, 4
5654,0, 1125, False, 4
5655,0, 1125, False, 4
5656,0, 1125, False, 4
5657,0, 1125, False, 4
5658,0, 1125, False, 4
5659,0, 1125, False, 4
5660,0, 1125, False, 4
5661,0, 1125, False, 4
5662,0, 1125, False, 4
5663,0, 1125, False, 4
5664,0, 1125, False, 4
5665,0, 1125, False, 4
5666,0, 1125, False, 4
5667,0, 1125, False, 4
5668,0, 1125, False, 4
5669,0, 1125, False, 0
5670,0, 1125, False, 0
5671,0, 1125, False, 0
5672,0, 1125, False, 0
5673,0, 1125, False, 0
5674,0, 1125, False, 0
5675,0, 1125, False, 0
5676,0, 1125, False, 0
5677,0, 1125, False, 0
5678,0, 1125, False, 0
5679,0, 1125, False, 0
5680,0, 1125, False, 0
5681,0, 1125, False, 0
5682,0, 1125, False, 0
5683,0, 1125, False, 0
5684,0, 1125, False, 0
5685,0, 1125, False, 0
5686,0, 1125, False, 0
5687,0, 1125, False, 0
5688,0, 1125, False, 0
5689,0, 1125, False, 0
5690,0, 1125, False, 0
5691,0, 1125, False, 0
5692,0, 1125, False, 0
5693,0, 1125, False, 0
5694,0, 1125, False, 0
5695,0, 1125, False, 4
5696,0, 1125, False, 4
5697,0, 1125, False, 4
5698,0, 1125, False, 4
5699,0, 1125, False, 4
5700,0, 1125, False, 4
5701,0, 1125, False, 4
5702,0, 1125, False, 4
5703,0, 1125, False, 0
5704,0, 1125, False, 0
5705,0, 1125, False, 0
5706,0, 1125, False, 4
5707,0, 1125, False, 4
5708,0, 1125, False, 4
5709,0, 1125, False, 4
5710,0, 1125, False, 4
5711,0, 1125, False, 4
5712,0, 1125, False, 4
5713,0, 1125, False, 0
5714,0, 1125, False, 0
5715,0, 1125, False, 0
5716,0, 1125, False, 3
5717,0, 1125, False, 3
5718,0, 1125, False, 3
5719,0, 1125, False, 3
5720,0, 1125, False, 3
5721,0, 1125, False, 3
5722,0, 1125, False, 3
5723,0, 1125, False, 3
5724,0, 1125, False, 3
5725,0, 1125, False, 3
5726,0, 1125, False, 3
5727,0, 1125, False, 3
5728,0, 1125, False, 3
5729,0, 1125, False, 3
5730,0, 1125, False, 3
5731,0, 1125, False, 3
5732,0, 1125, False, 0
5733,0, 1125, False, 1
5734,0, 1125, False, 1
5735,0, 1125, False, 1
5736,0, 1125, False, 1
5737,0, 1125, False, 1
5738,0, 1125, False, 1
5739,0, 1125, False, 1
5740,0, 1125, False, 1
5741,0, 1125, False, 1
5742,0, 1125, False, 1
5743,0, 1125, False, 0
5744,0, 1125, False, 0
5745,0, 1125, False, 0
5746,0, 1125, False, 0
5747,0, 1125, False, 0
5748,0, 1125, False, 0
5749,0, 1125, False, 0
5750,0, 1125, False, 0
5751,0, 1125, False, 0
5752,0, 1125, False, 0
5753,0, 1125, False, 0
5754,0, 1125, False, 0
5755,0, 1125, False, 0
5756,0, 1125, False, 0
5757,0, 1125, False, 0
5758,0, 1125, False, 1
5759,0, 1125, False, 1
5760,0, 1125, False, 1
5761,0, 1125, False, 1
5762,0, 1125, False, 1
5763,0, 1125, False, 1
5764,0, 1125, False, 1
5765,20, 1145, False, 1
5766,0, 1145, False, 1
5767,0, 1145, False, 1
5768,0, 1145, False, 0
5769,0, 1145, False, 0
5770,0, 1145, False, 0
5771,0, 1145, False, 0
5772,0, 1145, False, 0
5773,0, 1145, False, 1
5774,0, 1145, False, 1
5775,0, 1145, False, 1
5776,0, 1145, False, 12
5777,0, 1145, False, 12
5778,0, 1145, False, 12
5779,0, 1145, False, 12
5780,0, 1145, False, 12
5781,0, 1145, False, 12
5782,0, 1145, False, 12
5783,0, 1145, False, 4
5784,0, 1145, False, 4
5785,0, 1145, False, 4
5786,0, 1145, False, 4
5787,0, 1145, False, 4
5788,0, 1145, False, 4
5789,0, 1145, False, 0
5790,0, 1145, False, 0
5791,0, 1145, False, 0
5792,0, 1145, False, 0
5793,0, 1145, False, 0
5794,0, 1145, False, 0
5795,0, 1145, False, 0
5796,0, 1145, False, 0
5797,0, 1145, False, 0
5798,0, 1145, False, 0
5799,0, 1145, False, 0
5800,0, 1145, False, 0
5801,0, 1145, False, 0
5802,0, 1145, False, 0
5803,0, 1145, False, 0
5804,0, 1145, False, 0
5805,0, 1145, False, 0
5806,0, 1145, False, 0
5807,0, 1145, False, 0
5808,0, 1145, False, 0
5809,25, 1170, False, 0
5810,0, 1170, False, 0
5811,0, 1170, False, 0
5812,0, 1170, False, 3
5813,0, 1170, False, 3
5814,0, 1170, False, 3
5815,0, 1170, False, 3
5816,0, 1170, False, 3
5817,0, 1170, False, 3
5818,0, 1170, False, 3
5819,0, 1170, False, 3
5820,0, 1170, False, 3
5821,0, 1170, False, 3
5822,0, 1170, False, 3
5823,0, 1170, False, 3
5824,0, 1170, False, 3
5825,0, 1170, False, 0
5826,0, 1170, False, 0
5827,0, 1170, False, 0
5828,0, 1170, False, 1
5829,0, 1170, False, 1
5830,0, 1170, False, 1
5831,0, 1170, False, 1
5832,0, 1170, False, 1
5833,0, 1170, False, 1
5834,0, 1170, False, 1
5835,0, 1170, False, 1
5836,0, 1170, False, 1
5837,0, 1170, False, 1
5838,0, 1170, False, 1
5839,0, 1170, False, 1
5840,0, 1170, False, 0
5841,0, 1170, False, 0
5842,0, 1170, False, 0
5843,0, 1170, False, 0
5844,0, 1170, False, 0
5845,0, 1170, False, 0
5846,0, 1170, False, 0
5847,0, 1170, False, 0
5848,0, 1170, False, 0
5849,0, 1170, False, 0
5850,0, 1170, False, 0
5851,0, 1170, False, 0
5852,0, 1170, False, 0
5853,0, 1170, False, 0
5854,0, 1170, False, 0
5855,0, 1170, False, 0
5856,0, 1170, False, 0
5857,0, 1170, False, 0
5858,0, 1170, False, 0
5859,0, 1170, False, 0
5860,0, 1170, False, 0
5861,0, 1170, False, 1
5862,0, 1170, False, 1
5863,0, 1170, False, 1
5864,0, 1170, False, 1
5865,0, 1170, False, 1
5866,0, 1170, False, 1
5867,0, 1170, False, 1
5868,0, 1170, False, 1
5869,0, 1170, False, 1
5870,0, 1170, False, 1
5871,0, 1170, False, 0
5872,0, 1170, False, 0
5873,0, 1170, False, 0
5874,0, 1170, False, 0
5875,0, 1170, False, 0
5876,0, 1170, False, 1
5877,0, 1170, False, 1
5878,0, 1170, False, 1
5879,0, 1170, False, 1
5880,0, 1170, False, 1
5881,0, 1170, False, 1
5882,0, 1170, False, 1
5883,0, 1170, False, 1
5884,0, 1170, False, 0
5885,0, 1170, False, 0
5886,0, 1170, False, 0
5887,0, 1170, False, 0
5888,0, 1170, False, 1
5889,0, 1170, False, 1
5890,0, 1170, False, 1
5891,0, 1170, False, 1
5892,0, 1170, False, 1
5893,0, 1170, False, 1
5894,0, 1170, False, 1
5895,0, 1170, False, 1
5896,0, 1170, False, 1
5897,0, 1170, False, 0
5898,0, 1170, False, 0
5899,0, 1170, False, 0
5900,0, 1170, False, 0
5901,0, 1170, False, 0
5902,0, 1170, False, 1
5903,0, 1170, False, 1
5904,0, 1170, False, 1
5905,0, 1170, False, 1
5906,0, 1170, False, 1
5907,0, 1170, False, 1
5908,0, 1170, False, 1
5909,0, 1170, False, 1
5910,0, 1170, False, 1
5911,0, 1170, False, 0
5912,0, 1170, False, 0
5913,0, 1170, False, 0
5914,0, 1170, False, 0
5915,0, 1170, False, 0
5916,0, 1170, False, 0
5917,0, 1170, False, 0
5918,0, 1170, False, 0
5919,0, 1170, False, 4
5920,0, 1170, False, 4
5921,0, 1170, False, 4
5922,0, 1170, False, 4
5923,0, 1170, False, 4
5924,0, 1170, False, 4
5925,0, 1170, False, 12
5926,0, 1170, False, 12
5927,0, 1170, False, 12
5928,0, 1170, False, 12
5929,0, 1170, False, 12
5930,0, 1170, False, 12
5931,0, 1170, False, 12
5932,0, 1170, False, 12
5933,0, 1170, False, 12
5934,0, 1170, False, 12
5935,0, 1170, False, 12
5936,0, 1170, False, 4
5937,0, 1170, False, 4
5938,0, 1170, False, 0
5939,0, 1170, False, 0
5940,0, 1170, False, 1
5941,0, 1170, False, 1
5942,0, 1170, False, 1
5943,0, 1170, False, 1
5944,0, 1170, False, 1
5945,0, 1170, False, 1
5946,0, 1170, False, 1
5947,0, 1170, False, 1
5948,0, 1170, False, 1
5949,0, 1170, False, 1
5950,0, 1170, False, 1
5951,0, 1170, False, 0
5952,0, 1170, False, 0
5953,0, 1170, False, 0
5954,0, 1170, False, 3
5955,0, 1170, False, 3
5956,0, 1170, False, 3
5957,0, 1170, False, 3
5958,0, 1170, False, 3
5959,0, 1170, False, 3
5960,0, 1170, False, 3
5961,0, 1170, False, 3
5962,0, 1170, False, 3
5963,0, 1170, False, 3
5964,0, 1170, False, 3
5965,0, 1170, False, 3
5966,0, 1170, False, 3
5967,0, 1170, False, 0
5968,0, 1170, False, 0
5969,0, 1170, False, 0
5970,0, 1170, False, 0
5971,0, 1170, False, 0
5972,0, 1170, False, 0
5973,0, 1170, False, 0
5974,0, 1170, False, 0
5975,0, 1170, False, 0
5976,0, 1170, False, 0
5977,30, 1200, False, 0
5978,0, 1200, False, 0
5979,0, 1200, False, 0
5980,0, 1200, False, 0
5981,0, 1200, False, 0
5982,0, 1200, False, 0
5983,0, 1200, False, 0
5984,0, 1200, False, 0
5985,0, 1200, False, 0
5986,0, 1200, False, 0
5987,0, 1200, False, 0
5988,0, 1200, False, 1
5989,0, 1200, False, 1
5990,0, 1200, False, 1
5991,0, 1200, False, 1
5992,0, 1200, False, 1
5993,0, 1200, False, 1
5994,0, 1200, False, 1
5995,0, 1200, False, 12
5996,0, 1200, False, 12
5997,0, 1200, True, 12
